,,1 = public,1 = yes,1 = yes,1 = yes,"If tution varies for out of state students 1 yes 0 = no,",Offer room,Offer board,,,,,,,,,,,1 = Secondary GPA required to be reported,1 = requiredCompletion of college-preparatory program when apply,Num_applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNITID,TYPE,religious_affiliation,for_profit,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 ,ADMCON1,ADMCON4,APPLCN,GRCOHRT,UGENTERN,RRFTCT,RET_PCF,STUFACR ,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT,STABBR,HLOFFER,SA09MOT,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC, F1A06 ,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
433,154527,0,1,0,1,0,1,1,43500,2180,43500,2180,43500,2180,45680,45680,1300,1300,1,1,4795,468,517,397,82,12,396,26,94,43963880,23,1548147,65,6431634,IA,7,5029669,1,1,1,1,1,1,0,1,1,"215,597,614.00",88020333,3803942,12875428,1541802,37829762,49482678,2677194,0
434,154590,0,1,0,0,0,1,1,26600,0,26600,0,26600,0,26600,26600,5370,5700,1,0,1599,331,491,363,61,15,361,30,95,20292787,53,2914216,90,7279610,IA,7,2411677,1,1,1,1,1,1,0,1,1,"76,405,296.00",50615026,1125657,6788503,3038328,14977114,22766079,1755154,0
435,154688,0,1,0,1,0,1,1,30170,500,30170,500,30170,500,30770,30770,5100,3850,1,0,819,219,334,244,79,10,244,15,68,20247814,26,1850750,51,8111315,KS,9,4236066,1,1,1,1,1,1,0,0,1,"104,053,131.00",29649972,1988119,8267364,1996774,16102361,36964031,1030307,0
436,154712,0,1,0,1,0,1,1,30830,800,30830,800,30830,800,31630,31630,4100,4100,1,0,2488,575,772,524,84,13,524,25,93,38444686,17,1480613,52,6700737,KS,7,0,1,1,1,1,1,1,0,1,1,"155,052,153.00",65550144,3771826,7023877,1497703,32123874,53877604,584987,0
437,154721,0,1,0,1,0,1,1,28620,1960,28620,1960,28620,1960,30820,30820,6500,6650,1,0,1689,221,325,245,50,14,245,32,97,17682738,49,1844766,88,4292416,KS,5,0,1,1,1,1,1,1,0,1,1,"38,705,707.00",24725791,889429,5050021,1795374,14168514,17376856,0,0
438,154749,0,1,0,1,0,1,1,30024,240,30024,240,30024,240,30264,30264,9792,6562,1,0,1034,151,207,155,70,10,155,32,98,9405862,42,883774,75,2252180,KS,5,1501998,1,1,1,1,1,1,0,1,1,"45,199,680.00",6484175,1178434,4251853,888034,7960372,13917668,392123,47234
439,155025,1,0,0,1,1,1,2,5278,1693,5278,1693,19522,1693,6971,21215,3498,3498,1,0,1544,562,886,675,78,17,674,20,78,17021035,34,5277618,64,13666663,KS,9,13586342,1,1,1,1,1,1,0,1,1,"153,683,186.00",71420906,13744073,6979577,5405836,1958245,0,4091656,106303929
440,155061,1,0,0,1,1,1,2,4140,1290,4140,1290,14580,1290,5430,15870,4520,3470,0,1,1920,879,2973,901,78,19,936,7,41,26626976,25,13206795,33,30041112,KS,9,22787667,1,1,1,1,1,1,0,1,1,"247,276,662.00",75438661,16732475,12639468,14686901,1495867,0,12013147,141008309
441,155070,0,1,0,1,0,1,1,17000,4780,17000,4780,17000,4780,21780,21780,3000,3000,1,0,198,28,46,29,79,11,32,17,100,2783311,60,505369,75,948447,KS,8,305251,1,1,1,1,1,1,0,1,1,"19,596,943.00",5083086,283658,479312,500369,2673653,8690189,161000,0
442,155089,0,0,0,1,0,1,1,29670,450,29670,450,29670,450,30120,30120,4324,4324,1,0,1154,208,418,174,67,12,176,14,63,14481717,35,1986459,66,9079013,KS,7,2355815,1,1,1,1,1,1,0,1,1,"111,830,855.00",11729767,2424108,7363004,2079656,11338094,27962242,924273,0
443,155140,1,0,0,0,0,1,1,0,480,0,480,0,480,480,480,5620,6300,1,0,275,135,212,0,,26,178,23,92,5056040,63,2439175,0,0,KS,5,0,1,0,1,1,1,1,0,0,1, -   ,0,5378973,6537886,2753221,0,0,744365,28545822
444,155317,1,0,0,1,1,1,2,10092,1074,10092,1074,26960,1074,11166,28034,3198,3198,1,0,15042,3740,5387,4058,86,17,4058,21,66,127497884,20,17853696,40,51992634,KS,9,105216568,1,1,1,1,1,1,0,1,1,"2,448,495,797.00",1037075676,77169964,44865000,18147097,7407849,0,31221754,1503066553
445,155335,0,1,0,1,0,1,1,31450,1550,31450,1550,31450,1550,33000,33000,2878,2878,1,0,597,145,603,166,72,12,182,7,33,18635872,14,1660423,20,3867799,KS,7,2541720,1,1,1,1,1,1,0,1,1,"79,433,180.00",27464964,1193481,5888755,1780575,16110575,25596126,1143168,0
446,155399,1,0,0,1,1,1,1,9375,1065,9375,1065,25251,1065,10466,26342,4148,3942,1,0,9208,2913,4143,3162,87,18,3164,18,67,79520248,22,15738006,43,47153903,KS,9,65853060,1,1,1,1,1,1,0,1,1,"1,579,609,835.00",665192145,57132651,35280210,16864011,3599909,0,44684292,951118000
447,155414,0,1,0,0,0,1,2,30250,320,30250,320,30250,320,30570,30570,4040,3040,1,0,1293,190,295,141,64,11,141,22,96,12009113,40,1184996,80,3610179,KS,7,2314012,1,1,1,1,1,1,0,1,1,"72,781,593.00",5621934,654140,4865912,1241180,9926951,17526478,462950,0
448,155496,0,1,0,0,0,1,1,16350,900,16350,900,16350,900,17250,17250,3550,5000,1,0,143,44,66,35,51,11,35,19,93,1440490,42,300406,59,873573,KS,5,0,1,1,0,1,1,1,0,1,1,"14,476,329.00",4186150,344772,1130130,308407,666475,5195500,165658,0
449,155511,0,1,0,1,0,1,1,30191,963,30191,963,30191,963,31154,31154,7876,7876,1,0,1785,230,327,225,66,15,225,27,100,22232696,36,1445482,68,6047996,KS,7,2450181,1,1,1,1,1,1,0,1,1,"80,364,043.00",18192189,1000381,5597941,1346608,13738234,20103487,329278,0
450,155520,0,1,0,1,0,1,2,32122,750,32122,750,32122,750,32872,32872,9235,9235,0,0,1043,209,556,189,60,10,191,15,69,15900700,34,1816421,60,5651201,KS,8,1218138,1,1,1,1,1,1,0,1,1,"64,440,965.00",17961619,1799145,5193147,2040626,13777580,32288464,502855,0
451,155627,0,1,0,1,0,1,2,29980,2200,29980,2200,29980,2200,32180,32180,3640,3640,1,0,1845,190,298,182,60,10,182,27,100,14098457,44,1457961,90,4341124,KS,7,1121448,1,1,1,1,1,1,0,1,1,"107,254,264.00",83631737,6854413,15890644,5658427,21333413,59914748,392446,0
452,155681,1,0,0,1,1,1,2,5836,1668,5836,1668,17180,1668,7504,18848,4622,4622,1,0,2007,790,1225,866,74,16,866,17,46,18251517,36,7794597,56,18621090,KS,9,16477315,1,1,1,1,1,1,0,1,1,"240,845,915.00",73637296,9531961,10367275,7835836,876157,0,6224256,113118791
453,155812,0,1,0,1,0,1,1,29750,1050,29750,1050,29750,1050,30800,30800,1980,1980,1,0,1375,196,379,149,66,13,149,19,94,13792373,42,1474130,88,4868098,KS,9,1778005,1,1,1,1,1,1,0,1,1,"58,484,851.00",11028309,875257,6112452,1567938,10417148,24018137,765089,0
454,155900,0,1,0,1,0,1,1,33100,150,33100,150,33100,150,33250,33250,7706,7706,1,0,1410,226,410,160,53,10,160,12,64,14461577,40,2202773,42,4304828,KS,9,1828056,1,1,1,1,1,1,0,1,1,"33,573,591.00",12470997,2349538,890373,2521840,13722370,25799248,416220,0
455,155937,0,0,0,1,0,1,2,26000,1300,26000,1300,26000,1300,27300,27300,3560,3560,1,0,1898,150,259,139,58,10,139,22,81,8537734,39,1188947,63,2741288,KS,7,0,1,1,1,1,1,1,0,1,1,"46,312,615.00",12520852,965180,3512762,1378777,6474201,13418089,369873,0
456,155973,0,1,0,1,0,1,1,41200,0,41200,0,41200,0,32100,32100,4500,2800,1,0,1052,171,287,125,50,15,128,23,95,8882200,42,992658,72,2800332,KS,7,1265154,1,1,1,1,1,1,0,1,1,"46,613,615.00",9723929,702106,4712979,1029375,8508689,15514866,317085,0
457,156125,1,0,0,1,1,1,1,6843,1590,6843,1590,16208,1590,8433,17798,3400,3400,1,0,7655,1519,3689,1631,71,18,1631,13,64,42737958,32,17353086,43,40506677,KS,9,33366339,1,1,1,1,1,1,0,1,1,"400,839,350.00",140988381,38100486,37995434,18142049,1855131,0,25331747,450995700
458,156189,0,0,0,1,0,1,1,12000,2230,12000,2230,12000,2230,14230,14230,5200,5000,1,0,4024,194,210,199,65,21,199,35,96,5848742,54,1453982,55,1518694,KY,5,1299462,1,1,1,1,1,1,0,0,1,"112,488,977.00",2578488,1717725,2704208,1495253,2209689,15218353,2083915,0
459,156213,0,0,0,1,0,1,1,31460,568,31460,568,31460,568,32028,32028,3600,2500,1,0,1324,263,406,290,81,12,290,17,82,25394266,32,2352680,55,6534756,KY,7,4833975,1,1,1,1,1,1,0,1,1,"144,144,761.00",18513229,2356921,6242564,2534319,17001197,36448824,3140185,0
460,156286,0,1,0,1,0,1,1,41520,1653,41520,1653,41520,1653,43470,43470,7422,7422,1,1,4191,573,742,616,84,13,616,24,92,73490042,24,2877138,58,9837457,KY,9,9203864,1,1,1,1,1,1,0,1,1,"224,151,602.00",87733201,6358515,17671036,2888187,60675011,76796689,6744537,0
461,156295,0,0,0,1,0,1,1,44400,692,44400,692,44400,692,45092,45092,2600,2600,1,0,1857,295,325,413,87,9,413,24,100,80203067,84,7533902,18,657445,KY,5,10485260,1,1,1,1,1,1,0,0,1,"1,671,901,831.00",80783063,10419270,12290341,7541152,65721011,139121807,3852787,0
462,156356,0,1,0,1,0,1,1,24500,600,24500,600,24500,600,25100,25100,2000,2000,1,0,2490,154,283,150,71,11,150,16,77,12034628,44,1923087,59,4469518,KY,7,2034000,1,1,1,1,1,1,0,1,1,"42,110,743.00",9749085,368376,4491220,1843499,7418426,14477610,1775765,0
463,156365,0,1,0,1,0,1,1,24900,500,24900,500,24900,500,25400,25400,6852,6852,1,0,5130,664,3108,616,64,14,639,13,50,41465463,29,6413559,32,8895593,KY,9,6218713,1,1,1,1,1,1,0,1,1,"173,713,560.00",57403120,6567573,28687758,7849702,25906191,100257638,8209989,0
464,156408,0,1,0,1,0,1,1,44300,0,44300,0,44300,0,44300,44300,1590,1045,1,1,2163,352,359,355,89,10,355,25,98,42665435,19,1264402,46,4287739,KY,5,9857411,0,1,0,1,1,1,0,1,1,"511,808,579.00",139498576,4448411,12580599,1259608,36418309,65071625,2972710,0
465,156541,0,1,0,1,0,1,1,9875,0,9875,0,9875,0,9875,9875,9414,9414,1,0,2414,590,1514,741,66,20,756,20,74,25595052,45,8585004,49,11246428,KY,9,0,1,1,1,1,0,1,0,1,1,"385,747,498.00",69741979,3417152,26758406,9836496,5787723,96854195,8517090,0
466,156620,1,0,0,1,1,1,2,9266,610,9266,610,19338,610,9876,19948,4600,4600,1,1,9206,2165,3763,1905,79,15,2297,18,74,80596611,38,22205919,50,42205856,KY,9,32273465,1,1,1,1,1,1,0,1,1,"636,392,466.00",474876438,28013298,21927439,23492688,20140709,0,63606779,217985745
467,156745,0,1,0,1,0,1,2,39810,990,39810,990,39810,990,40800,40800,4212,3132,1,0,2712,426,482,314,71,12,314,32,96,32814032,35,1686324,66,4205200,KY,7,3964525,1,1,1,1,1,1,0,1,1,"82,979,191.00",40898511,3582495,7038607,1605969,27291281,31075684,2868202,0
468,157030,0,1,0,0,0,1,1,8850,910,8850,910,8850,910,9760,9760,750,750,1,0,66,8,22,14,100,10,14,19,100,402431,56,175392,42,149953,KY,5,9216,1,1,1,1,1,1,0,1,2,"7,587,996.00",418746,64194,14429,190361,66362,1890165,0,0
469,157058,1,0,0,0,1,1,2,7700,1100,7700,1100,11550,1100,8800,12650,5612,4612,1,0,3377,489,666,386,78,14,421,21,63,11450289,45,5004010,47,6846365,KY,9,4184114,1,1,1,1,1,1,1,1,1,"117,472,921.00",110572314,416254,9874188,4703308,1009706,0,4620623,68524526
470,157076,0,1,0,1,0,1,1,27320,1220,27320,1220,27320,1220,28540,28540,3964,3964,1,0,1771,239,354,243,66,14,244,28,97,18672083,43,1702230,67,4534701,KY,5,2012928,1,1,1,1,1,1,0,1,1,"62,581,092.00",21473132,1021129,5307568,1702230,11334242,18275472,2444739,0
471,157085,1,0,0,1,1,1,2,11135,1349,11135,1349,29945,1349,12484,31294,4474,4474,1,1,19648,4790,5807,5293,86,16,5293,24,88,212081230,22,22617980,39,56312306,KY,9,103566176,1,1,1,1,1,1,0,1,1,"7,308,932,765.00",2227816542,127079264,50088265,23937992,30071750,0,189869440,3644910176
472,157100,0,1,0,0,0,1,1,20600,600,20600,600,20600,600,21200,21200,11700,8866,1,0,1559,155,273,215,60,12,215,34,84,7799769,37,1065240,63,2469211,KY,7,891084,1,1,1,1,1,1,0,1,1,"35,256,980.00",10397075,407506,1756378,1154469,5888554,10647774,969153,0
473,157289,1,0,0,1,1,1,2,11966,196,11966,196,28312,196,12162,28508,7706,7706,1,1,17265,2608,3830,2540,81,19,2540,16,84,127723523,29,9520975,37,37148803,KY,9,0,1,1,1,1,1,1,0,1,1,"1,504,111,000.00",536523000,155312000,36477000,18672000,28090000,0,98618000,1039714000
474,157377,0,1,0,1,0,1,1,24500,350,24500,350,24500,350,24850,24850,7000,7000,1,0,1043,221,373,196,67,15,218,19,88,13368959,45,2302158,71,5162769,KY,7,1641499,1,1,1,1,1,1,0,1,1,"64,125,796.00",26178618,1122011,4665495,2514931,7726330,20095752,2863234,0
475,157386,1,0,0,1,1,1,2,8970,320,8970,320,13556,320,9290,13876,2917,3476,1,0,8684,1187,1494,1126,76,15,1307,15,81,54212997,33,13554369,38,21799233,KY,9,15281683,1,1,1,1,1,1,0,1,1,"322,054,544.00",223897262,8948869,20946670,14148002,10933347,0,34696721,137338603
476,157401,1,0,0,1,1,1,2,7968,1200,7968,1200,17148,1200,9168,18348,5015,5015,1,1,9552,1469,2459,1295,81,17,1413,17,91,68911145,31,11964387,41,26467382,KY,9,22951625,1,1,1,1,1,1,0,1,1,"435,068,033.00",289589120,12806482,21940249,11482999,9208638,0,51829577,180569075
477,157447,1,0,0,1,1,1,2,9912,384,9912,384,19872,384,10296,20256,5364,2500,1,1,6686,1760,3874,1817,75,18,1909,16,80,71579360,27,16214688,42,34413252,KY,9,36727543,1,1,1,1,1,1,0,1,1,"563,167,000.00",571939000,31775000,30235000,14438000,11501000,0,44690000,278740000
478,157748,0,1,0,0,0,1,1,11400,496,11400,496,11400,496,11896,11896,1500,1500,1,0,343,149,297,114,82,19,130,15,13,232307,0,0,0,0,KY,9,0,1,0,0,1,1,1,0,1,1,"200,466,292.00",34654833,3673812,7361828,0,907755,47095260,0,0
479,157757,0,1,0,1,0,1,1,25800,100,25800,100,25800,100,25975,25975,6937,6937,1,0,700,132,227,131,66,11,136,15,80,10647857,42,1801783,65,4486685,KY,9,3153370,1,1,1,1,1,1,0,1,1,"79,512,121.00",14725405,1191411,4694853,1866358,5750878,33939754,2618797,0
480,157809,0,1,0,1,0,1,1,31780,1640,31780,1640,31780,1640,33420,33420,6562,4444,1,1,2646,405,755,358,68,14,366,18,68,27945995,26,2219144,49,6790350,KY,7,4874955,1,1,1,1,1,1,0,1,1,"61,728,261.00",21318426,1683408,9416218,2393425,20765081,32927525,2608280,0
481,157818,0,1,0,1,0,1,1,39920,1690,39920,1690,39920,1690,41610,41610,2350,3250,1,0,1663,266,277,268,79,10,268,28,99,25102497,26,1127752,60,3725756,KY,5,5766550,1,1,1,1,1,1,0,1,1,"324,413,032.00",70250718,5928918,8092943,1135030,19362282,37744409,3087603,0
482,157863,0,1,0,1,0,1,1,26330,1670,26330,1670,26330,1670,28000,28000,4030,4030,1,0,1249,258,351,178,62,17,171,18,92,17865619,56,2652866,69,4542574,KY,8,1872175,1,1,1,1,1,1,0,1,1,"72,906,769.00",19269044,2468225,4734497,2715193,11854570,20406079,2490525,0
483,157951,1,0,0,1,1,1,1,10802,0,10802,0,26496,0,10802,26496,4238,2086,1,1,8574,3071,3903,2439,77,19,2680,17,81,92095735,29,20301667,41,42873531,KY,9,41832619,1,1,1,1,1,1,0,1,1,"596,342,201.00",489205287,26595262,41746630,21279497,3913128,0,66165773,261161018
484,158477,0,1,0,1,0,1,1,38060,0,38060,0,38060,0,38060,38060,4650,4650,1,0,862,153,164,172,76,9,172,31,97,16566565,36,1012487,66,2406457,LA,7,3446879,1,1,1,1,0,1,0,1,1,"165,616,754.00",22786487,1599269,6685857,973335,13226201,25197729,1707137,0
485,158802,0,1,0,1,0,1,1,17410,1871,17410,1871,17410,1871,19281,19281,5130,5130,1,0,5783,311,368,313,70,14,313,26,94,16783636,72,4513810,84,7730400,LA,5,3991237,1,1,0,1,1,1,0,1,1,"269,893,380.00",7755090,5790595,6360769,4632897,11280987,38370573,1551921,0
486,159009,1,0,0,1,1,1,2,5140,2495,5140,2495,5140,11518,7635,16658,5130,5130,1,1,8153,1151,1405,855,77,30,857,21,85,26232623,76,17341381,85,27433919,LA,9,8198566,1,1,1,1,1,1,0,1,1,"167,902,610.00",218053852,3471756,4680894,17610019,0,0,15932850,91305200
487,159382,1,0,0,0,1,1,1,4894,1774,4984,1774,4984,9040,6669,14024,3918,3918,1,1,2946,428,1031,277,60,16,420,12,65,12793711,41,6190040,44,9891374,LA,5,4182037,1,1,1,1,1,1,0,1,1,"47,601,784.00",59426934,1644350,2293690,6793814,0,0,4043821,31745489
488,159391,1,0,0,1,1,1,2,8038,3924,8038,3924,8038,20601,11962,28639,7686,7686,1,0,28960,6690,9670,6126,86,22,6126,24,81,245996292,24,30136281,31,51961769,LA,9,107915320,1,1,1,1,1,1,0,1,1,"2,307,808,553.00",2863978548,90955391,28935582,31391517,1576020,0,101668659,1242922739
489,159416,1,0,0,1,1,1,3,5656,1504,5656,1504,5656,14658,7160,20314,5160,5160,1,1,918,324,862,331,62,28,331,13,62,14397716,38,4467934,37,7392849,LA,9,10633363,1,1,1,1,1,1,0,1,1,"56,031,735.00",91242312,4637044,3971940,5105518,0,0,6038552,72837232
490,159568,0,1,0,1,0,1,1,17500,0,17500,0,17500,0,17500,17500,4316,4316,1,0,808,234,348,237,61,11,250,25,89,11746169,47,2291343,62,3963683,LA,7,2867663,1,1,1,1,1,1,0,1,1,"103,090,371.00",29941098,631562,5591111,2391516,6233650,24888320,2585710,0
491,159647,1,0,0,1,1,1,2,6401,3664,6401,3664,13143,3664,10065,16807,5025,7683,1,1,7087,1858,3474,1967,81,23,2044,20,93,87883724,23,11273461,34,21516634,LA,9,23471218,1,1,1,1,1,1,0,0,1,"496,608,707.00",442197638,18740593,7220519,11494626,2646747,0,37528633,194415752
492,159656,0,1,0,1,0,1,1,40288,1742,40288,1742,40288,1742,42278,42278,3160,2656,1,0,6259,765,975,822,83,13,827,26,89,80846111,35,5442508,60,12687267,LA,9,16856440,1,1,1,1,1,1,0,1,1,"507,724,000.00",203966000,9084000,12647000,5573466,76960000,103961000,5265359,0
493,159717,1,0,0,1,1,1,1,5147,3235,5147,3235,13185,3235,8382,16420,5160,5160,1,1,3496,1194,2191,1202,72,21,1202,18,84,35160848,31,9841046,38,16162286,LA,9,15274897,1,1,1,1,1,1,0,1,1,"238,129,115.00",184036682,9084649,5997310,10204609,2083254,0,16912386,92100117
494,159939,1,0,0,1,1,1,2,6090,2982,6090,2982,10926,2982,9072,13908,5280,5280,1,0,5382,1078,2387,926,70,20,926,14,60,32516321,39,12080449,37,15577185,LA,9,19419147,1,1,1,1,1,1,0,1,1,"292,080,431.00",321480840,11890306,10273979,13031928,1228754,0,13711292,170783982
495,159966,1,0,0,1,1,1,2,4922,3024,4922,3024,6015,3024,7946,9039,5232,5232,1,1,3189,1189,1847,1169,75,19,1236,21,82,35540902,38,10692887,48,18935830,LA,8,13213399,1,1,1,1,1,1,0,1,1,"155,560,882.00",231786702,8141913,5650345,11128130,14022367,0,25570804,98350855
496,159993,1,0,0,1,1,1,2,5788,3282,5788,3282,17888,3282,9070,21170,5160,5160,1,1,4837,1123,2371,1123,74,18,1123,16,71,47093480,37,12347682,41,18146712,LA,9,14372013,1,1,1,1,1,1,0,1,1,"226,597,843.00",285399153,8765940,10272078,12893857,1798397,0,16248251,138942772
497,160038,1,0,0,1,1,1,1,5180,3492,5180,3492,15968,3492,8672,19460,5160,5160,1,1,4290,1401,3523,1312,76,19,1364,14,86,66586865,42,20684389,48,35142968,LA,9,13620018,1,1,1,1,1,1,0,1,1,"124,850,204.00",198413005,12256062,10152173,19951064,0,0,24928524,118529445
498,160065,0,1,0,0,0,1,3,14160,1840,14160,1840,14160,1840,15280,15280,5160,3958,1,0,1335,52,308,61,67,10,61,8,68,3306834,42,1343722,59,3541829,LA,9,4669706,1,1,1,1,1,1,0,1,2,"63,515,910.00",18617813,1335944,1157862,1458880,1518541,17747246,65423,0
499,160074,0,1,0,0,0,2,3,13409,1126,13409,1126,13409,1126,14535,14535,5160,5160,1,0,463,82,299,59,80,10,72,7,67,5089578,32,1328681,51,4357729,LA,9,0,1,1,0,1,0,1,0,1,2,"32,397,532.00",12985602,2231511,2665907,1321084,1844984,23442910,2087712,0
500,160612,1,0,0,1,1,1,2,5777,2512,5777,2512,18255,2512,8289,20767,5160,5160,1,1,6036,2022,5008,1995,72,20,2007,15,70,67705805,37,22456689,42,33703061,LA,9,29830655,1,1,1,1,1,1,1,0,1,"325,232,316.00",413825598,17098243,13323335,24865686,5691087,0,29526677,178674401
501,160621,1,0,0,1,1,1,2,4973,4367,4973,4367,4973,11747,9340,16720,4932,3971,1,1,6935,1268,1724,1305,60,22,1305,21,77,34532736,64,21218751,72,31314518,LA,9,14629808,1,1,1,1,1,1,0,1,1,"204,609,909.00",288907111,20371117,7800781,20899108,952376,0,24102878,147227874
502,160630,1,0,0,0,1,1,2,4483,2576,4483,2576,13384,2576,7059,15960,5130,5130,1,1,2261,167,834,209,42,17,209,11,79,17354154,62,5423090,66,10255906,LA,7,4330374,1,1,1,1,1,1,0,1,2,"181,243,243.00",70151684,1412933,5312585,6029234,445746,0,5198143,39577818
503,160658,1,0,0,1,1,1,2,5407,4951,5407,4951,19135,4951,10358,24086,5160,5160,1,1,9870,2307,4048,2528,79,19,2528,17,71,96668619,35,23781814,45,41357756,LA,9,45944195,1,1,1,1,1,1,0,1,1,"665,434,922.00",777545621,23727343,16766558,24688683,2519937,0,33509062,378219850
504,160755,0,0,0,1,0,1,2,54766,4086,54766,4086,54766,4086,58852,58852,2380,5764,1,0,43892,1801,1894,1821,92,8,1821,21,75,190187236,10,3783060,25,13711005,LA,9,81674891,1,1,1,1,1,1,0,1,1,"2,839,325,000.00",1044631000,189486000,87611000,4216000,202284000,1056669000,0,0
505,160904,0,1,0,1,0,1,1,23065,2757,23065,2757,23065,2757,25822,25822,2160,2160,1,0,9517,704,804,736,77,13,821,32,88,34496265,51,6851715,68,10895760,LA,9,14220050,1,1,1,1,1,1,0,1,1,"416,555,918.00",21217294,15941798,11431004,7116994,22758142,112508121,4915765,0
506,160959,0,0,0,1,0,1,1,42993,549,42993,549,42993,549,43542,43542,1080,1080,0,0,405,83,104,105,89,10,105,30,95,11446390,29,431566,54,1148773,ME,7,0,1,1,1,1,1,1,0,1,2,"121,729,056.00",10112755,1716556,2071173,450043,11566791,26323340,0,0
507,160977,0,0,0,1,0,1,1,57353,0,57353,0,57353,0,57353,57353,.,.,0,0,7696,479,483,499,90,10,499,27,44,37099762,11,948450,18,1664788,ME,5,17833838,1,1,1,1,1,1,0,1,1,"741,026,963.00",182490409,16751126,18899610,985859,37779594,115682775,0,0
508,161004,0,0,0,1,0,1,1,55822,528,55822,528,55822,528,56350,56350,.,.,0,1,9402,463,469,498,86,8,498,27,52,44574923,16,1469222,16,1742095,ME,5,24640703,0,1,1,1,1,1,0,1,1,"2,358,149,000.00",376613000,17838000,36206000,1568000,41666000,177659000,0,0
509,161022,0,0,0,0,0,2,3,12340,1565,12340,1565,12340,1565,13905,13905,1800,3000,0,0,20,8,85,0,,8,10,5,87,520681,40,340944,73,1061005,ME,5,0,1,1,0,1,0,1,0,1,2,"12,466,367.00",319865,1002465,370614,411854,166957,3310111,79875,0
510,161086,0,0,0,1,0,1,1,56930,2500,56930,2500,56930,2500,59430,59430,850,850,0,0,13922,566,574,522,91,10,517,26,48,47293914,16,1580047,17,2027019,ME,5,24177031,0,1,1,1,1,1,0,1,1,"1,856,024,000.00",314439000,19905000,31112000,1580000,46204000,158385000,73000,0
511,161226,1,0,0,1,1,1,1,8640,932,8640,932,19350,932,9572,20282,3046,3046,0,1,1595,373,505,383,72,11,383,23,89,12437812,46,3524906,64,6834096,ME,7,7789535,1,1,1,1,1,1,0,1,1,"73,099,000.00",26031000,3486000,6726000,3711000,1033000,0,8337000,50148000
512,161235,1,0,0,1,1,1,1,7350,1125,7350,1125,11760,1125,8475,12885,2722,2722,1,0,599,87,893,93,68,16,126,8,43,3840055,21,1368735,29,2879248,ME,5,1809477,1,1,0,1,1,1,0,1,1,"28,211,000.00",12339000,2025000,3644000,1541000,277000,0,2800000,18337000
513,161253,1,0,0,1,1,1,1,9240,2504,9240,2504,30030,2504,11744,32534,2200,2200,0,1,14785,2014,2939,2106,78,16,2106,22,88,80892094,26,11133712,55,32633000,ME,9,44389414,1,1,1,1,1,1,0,1,1,"556,087,000.00",118800000,37446000,30376000,11509000,2519000,0,65527000,384644000
514,161299,1,0,0,1,1,1,1,11030,3028,11030,3028,25410,3028,14058,28438,2900,2900,1,1,1147,217,249,262,77,9,262,26,67,5719242,27,1202816,84,5515413,ME,7,0,1,1,1,1,1,1,0,1,1,"112,898,542.00",13623216,1798071,5467696,1202816,0,0,976721,39004713
515,161341,1,0,0,1,1,1,1,7350,1235,7350,1235,11760,1235,8585,12995,2500,2500,1,0,700,161,628,148,71,18,170,12,47,4557309,28,1737424,33,2518354,ME,5,1904219,1,1,1,1,1,1,0,1,1,"23,279,000.00",5549000,2381000,3845000,2029000,389000,0,3860000,21548000
516,161457,0,0,0,1,0,1,1,37390,1360,37390,1360,37390,1360,38750,38750,3650,3650,1,0,4843,560,2419,663,75,13,710,17,58,45870991,12,2210210,52,12370523,ME,9,12315343,1,1,1,1,1,1,0,1,1,"559,629,790.00",170245120,21442361,23277739,2232941,47845145,185893109,648000,169331
517,161509,0,0,0,1,0,1,1,37580,730,37580,730,37580,730,38310,38310,2100,2100,1,0,797,127,148,118,64,8,118,28,100,7580811,35,691952,76,2217236,ME,7,1284262,1,1,1,1,1,1,0,1,2,"34,539,272.00",11122106,1142819,1559025,706215,7066033,16101767,83575,0
518,161518,0,1,0,1,0,1,1,38820,0,38820,0,38820,0,38820,38820,2700,2700,1,0,1274,218,360,210,73,12,212,16,74,20023643,25,1339440,70,6214701,ME,8,3497257,1,1,1,1,1,1,0,1,1,"67,199,918.00",25015146,1621575,8229353,1356282,17004356,34399013,252500,0
519,161554,1,0,0,1,1,1,1,8064,1464,8064,1464,21532,1464,9528,22996,3000,3000,0,0,4774,776,2250,870,70,12,870,13,69,35078873,31,9000329,40,16474095,ME,9,23845804,1,1,1,1,1,1,0,1,1,"258,558,000.00",101618000,22196000,19311000,10071000,2222000,0,27062000,171632000
520,161572,0,0,0,1,0,1,1,11280,1435,11280,1435,11280,1435,12640,12640,1280,1280,1,0,885,,,185,42,15,184,23,90,10149149,40,1416392,77,4135880,ME,7,1130365,0,1,0,1,1,1,0,1,1,"52,974,562.00",19732671,5428436,3529096,1573518,6294022,23735757,129790,0
